"Source","Target"
"benefit","everyth"
"benefit","littl"
"benefit","recommend"
"benefit","thing"
"communiti","concern"
"communiti","littl"
"communiti","said"
"communiti","specif"
"communiti","support"
"concern","littl"
"concern","much"
"concern","scienc"
"concern","start"
"everyth","mayb"
"everyth","said"
"everyth","understand"
"great","littl"
"great","recommend"
"littl","recommend"
"littl","specif"
"mayb","scienc"
"caus","seem"
"depend","much"
"day","diabet"
"diabet","sinc"
"anyth","differ"
"anyth","mayb"
"differ","less"
"ago","interest"
"ago","lol"
"actual","thank"
"everi","thank"
"place","week"
"call","mayb"
"call","seem"
"class","littl"
"enough","littl"
"enough","someth"
"actual","put"
"agre","went"
"either","inform"
"either","put"
"either","sound"
"either","thank"
"either","thing"
"either","went"
"everi","went"
"inform","put"
"inform","usual"
"inform","went"
"look","put"
"put","went"
"sound","usual"
"usual","went"
"done","usual"
"benefit","enough"
"benefit","research"
"benefit","studi"
"enough","least"
"enough","research"
"learn","mayb"
"least","research"
"mayb","though"
"mean","research"
"mean","studi"
"appli","around"
"appli","scienc"
"appli","studi"
"appli","use"
"around","scienc"
"around","use"
"around","thank"
"around","though"
"benefit","weight"
"honest","research"
"honest","weight"
"look","weight"
"eat","interest"
"eat","yes"
"client","studi"
"enough","meal"
"experi","meal"
"alway","thought"
"everyon","tell"
"feel","thought"
"meal","tell"
"becom","experi"
"becom","hour"
"becom","keep"
"becom","meal"
"chang","meal"
"chang","medic"
"day","meal"
"everi","keep"
"everi","medic"
"everyon","keep"
"everyon","never"
"everyon","plan"
"everyon","seem"
"everyon","someth"
"everyon","worth"
"experi","plan"
"feel","hour"
"feel","never"
"hour","meal"
"hour","seem"
"issu","meal"
"issu","someth"
"keep","meal"
"keep","medic"
"keep","patient"
"meal","worth"
"medic","worth"
"never","seem"
"never","someth"
"often","plan"
"often","worth"
"seem","worth"
"dietitian","someth"
"field","weight"
"call","eat"
"call","everyon"
"call","part"
"call","patient"
"call","realli"
"call","way"
"dietitian","either"
"eat","everyon"
"eat","profess"
"either","everyon"
"either","give"
"either","good"
"either","includ"
"includ","profess"
"patient","profess"
"calori","meal"
"meal","understand"
"meal","use"
"better","put"
"eat","long"
"eat","manag"
"eat","rds"
"enough","full"
"enough","rds"
"open","put"
"open","set"
"put","said"
"anyth","depend"
"anyth","might"
"benefit","everi"
"depend","recommend"
"everi","recommend"
"great","might"
"support","weight"
"agre","right"
"agre","seen"
"diabet","peopl"
"diabet","seen"
"find","seen"
"right","seen"
"seen","yes"
"eat","level"
"chang","least"
"health","least"
"health","sound"
"hour","interest"
"hour","support"
"hour","weight"
"interest","weight"
"least","weight"
"recommend","sound"
"recommend","weight"
"sound","specif"
"sound","sure"
"appli","client"
"appli","week"
"area","base"
"area","client"
"area","find"
"area","new"
"area","patient"
"base","everi"
"base","week"
"client","new"
"client","specif"
"long","often"
"new","someth"
"new","specif"
"often","way"
"often","week"
"question","week"
"great","tri"
"ask","research"
"diabet","research"
"day","internship"
"diabet","internship"
"first","medic"
"area","complet"
"area","noth"
"area","told"
"area","weight"
"complet","look"
"complet","mean"
"complet","noth"
"differ","idea"
"differ","noth"
"differ","told"
"feel","noth"
"good","noth"
"good","weight"
"hard","mean"
"hard","noth"
"idea","noth"
"idea","weight"
"job","noth"
"mean","program"
"mean","told"
"mean","weight"
"new","noth"
"noth","program"
"noth","see"
"noth","weight"
"point","program"
"point","told"
"point","weight"
"practic","weight"
"employ","feel"
"employ","new"
"employ","thought"
"employ","time"
"employ","understand"
"employ","usual"
"everyth","new"
"everyth","thought"
"new","thought"
"new","understand"
"new","usual"
"thought","usual"
"understand","usual"
"everyon","internship"
"everyon","open"
"find","never"
"give","never"
"internship","open"
"new","set"
"post","set"
"complet","master"
"got","undergrad"
"graduat","master"
"graduat","specif"
"graduat","state"
"graduat","undergrad"
"program","undergrad"
"specif","undergrad"
"anoth","hope"
"anoth","last"
"anoth","plan"
"anoth","tell"
"clinic","graduat"
"clinic","hope"
"everi","graduat"
"everi","undergrad"
"exam","hope"
"exam","recommend"
"exam","tell"
"experi","tell"
"field","graduat"
"field","hope"
"field","hospit"
"field","internship"
"field","tell"
"field","undergrad"
"graduat","hope"
"graduat","hour"
"graduat","internship"
"graduat","last"
"graduat","plan"
"graduat","tell"
"graduat","week"
"hope","internship"
"hope","last"
"hope","recommend"
"hope","undergrad"
"hope","week"
"hospit","plan"
"internship","plan"
"internship","undergrad"
"last","mani"
"last","plan"
"last","tell"
"last","thing"
"last","undergrad"
"make","undergrad"
"plan","recommend"
"recommend","undergrad"
"see","undergrad"
"tell","undergrad"
"thing","week"
"undergrad","week"
"better","class"
"anyth","bad"
"anyth","hope"
"anyth","insur"
"anyth","money"
"anyth","pay"
"bad","follow"
"bad","hope"
"bad","insur"
"bad","pay"
"hope","per"
"hope","seem"
"paid","servic"
"calori","differ"
"calori","open"
"calori","thought"
"calori","tri"
"everi","give"
"hospit","thought"
"low","open"
"low","specif"
"open","thought"
"eat","research"
"appli","weight"
"hard","master"
"master","weight"
"alway","life"
"follow","issu"
"follow","meal"
"issu","recommend"
"high","offer"
"increas","tell"
"right","tell"
"eat","told"
"first","talk"
"told","worth"
"day","happen"
"either","great"
"either","happen"
"either","worth"
"great","student"
"great","worth"
"happen","less"
"happen","per"
"happen","student"
"per","student"
"student","worth"
"alway","two"
"base","hard"
"put","sure"
"everyon","last"
"everyon","though"
"great","last"
"last","littl"
"last","noth"
"littl","noth"
"littl","week"
"noth","though"
"noth","work"
"though","week"
"alreadi","cost"
"alreadi","master"
"alreadi","thought"
"alway","inform"
"base","internship"
"base","thought"
"best","complet"
"best","done"
"best","feel"
"best","open"
"best","privat"
"best","rds"
"compani","complet"
"compani","privat"
"compani","thought"
"compani","understand"
"complet","cost"
"complet","definit"
"complet","done"
"complet","first"
"complet","focus"
"complet","get"
"complet","rds"
"complet","thought"
"cost","dietet"
"cost","focus"
"cost","inform"
"cost","internship"
"cost","master"
"cost","privat"
"cost","thought"
"definit","get"
"definit","inform"
"dietet","done"
"dietet","inform"
"done","master"
"done","privat"
"done","provid"
"done","reason"
"done","research"
"find","privat"
"first","internship"
"first","open"
"focus","internship"
"focus","open"
"focus","thought"
"get","open"
"inform","internship"
"inform","manag"
"inform","master"
"inform","open"
"inform","privat"
"interest","privat"
"internship","privat"
"internship","reason"
"internship","research"
"internship","talk"
"least","look"
"least","made"
"least","master"
"least","thought"
"love","master"
"love","understand"
"master","open"
"master","peopl"
"master","privat"
"master","provid"
"master","take"
"master","talk"
"open","point"
"open","research"
"open","understand"
"point","privat"
"privat","reason"
"privat","research"
"rds","thought"
"reason","talk"
"research","thought"
"talk","thought"
"agre","noth"
"agre","thought"
"eat","noth"
"caus","increas"
"caus","specif"
"differ","increas"
"actual","call"
"actual","posit"
"anyth","call"
"anyth","chang"
"anyth","keep"
"anyth","least"
"anyth","month"
"anyth","new"
"anyth","paid"
"anyth","set"
"anyth","thing"
"bad","everyon"
"bad","happen"
"bad","increas"
"bad","level"
"bad","month"
"bad","often"
"bad","posit"
"bad","set"
"bad","thing"
"bad","usual"
"best","call"
"best","everyon"
"best","posit"
"best","usual"
"call","increas"
"call","level"
"call","littl"
"call","posit"
"everyon","happen"
"everyon","least"
"everyon","month"
"everyon","set"
"happen","increas"
"happen","least"
"happen","month"
"happen","paid"
"increas","littl"
"increas","often"
"keep","least"
"least","month"
"least","posit"
"level","littl"
"level","often"
"level","say"
"level","set"
"littl","month"
"littl","new"
"littl","often"
"littl","paid"
"littl","posit"
"littl","set"
"littl","usual"
"month","posit"
"month","set"
"new","paid"
"new","posit"
"posit","usual"
"employ","way"
"compani","intern"
"everi","salari"
"move","offer"
"move","usual"
"offer","sure"
"offer","tri"
"salari","tri"
"anoth","low"
"anoth","offer"
"anoth","sure"
"better","offer"
"compani","offer"
"long","yes"
"low","yes"
"move","two"
"offer","often"
"offer","two"
"say","two"
"actual","cost"
"cost","littl"
"cost","put"
"increas","put"
"littl","put"
"live","put"
"live","studi"
"caus","time"
"intern","need"
"intern","peopl"
"calori","per"
"around","someon"
"lol","weight"
"option","weight"
"post","someon"
"someon","weight"
"start","though"
"colleg","posit"
"colleg","right"
"appli","class"
"appli","general"
"class","general"
"class","see"
"class","weight"
"differ","studi"
"client","protein"
"issu","long"
"amp","better"
"amp","day"
"amp","diet"
"amp","find"
"amp","health"
"amp","need"
"amp","recommend"
"amp","sinc"
"health","sinc"
"often","sinc"
"area","bad"
"bad","becom"
"bad","client"
"bad","interest"
"bad","look"
"bad","place"
"bad","privat"
"interest","place"
"enough","interest"
"enough","protein"
"enough","seen"
"health","went"
"interest","seen"
"interest","went"
"make","went"
"protein","seen"
"protein","went"
"though","went"
"feel","protein"
"low","research"
"agre","definit"
"great","protein"
"base","level"
"base","sound"
"client","current"
"client","level"
"client","per"
"client","sound"
"current","level"
"diet","got"
"diet","level"
"diet","practic"
"got","per"
"high","keep"
"keep","per"
"keep","practic"
"keep","sound"
"level","sound"
"research","sound"
"chang","yes"
"day","exam"
"lol","state"
"hope","someth"
"anyth","help"
"chang","done"
"plan","take"
"graduat","point"
"definit","program"
"got","save"
"idea","master"
"idea","money"
"idea","save"
"mani","master"
"master","save"
"program","talk"
"ago","employ"
"ago","health"
"ago","set"
"ago","two"
"ago","undergrad"
"care","class"
"care","employ"
"care","undergrad"
"class","employ"
"class","two"
"employ","got"
"employ","health"
"employ","interest"
"employ","internship"
"employ","need"
"employ","program"
"employ","school"
"employ","set"
"employ","sure"
"employ","take"
"employ","two"
"employ","undergrad"
"got","set"
"health","undergrad"
"interest","undergrad"
"set","two"
"talk","undergrad"
"two","undergrad"
"last","love"
"last","someon"
"month","someon"
"call","employ"
"call","servic"
"call","tell"
"employ","help"
"employ","move"
"employ","servic"
"employ","tell"
"answer","diet"
"diet","question"
"honest","life"
"day","role"
"diet","role"
"diet","someth"
"eat","role"
"post","role"
"made","offer"
"offer","set"
"back","month"
"compani","hard"
"month","nurs"
"nurs","say"
"nurs","sure"
"nurs","thank"
"amp","look"
"anyth","focus"
"anyth","includ"
"anyth","interest"
"anyth","option"
"anyth","specif"
"best","full"
"dietitian","option"
"focus","includ"
"focus","option"
"focus","specif"
"full","provid"
"includ","question"
"includ","seen"
"option","provid"
"option","seen"
"definit","meal"
"got","meal"
"got","nurs"
"last","nurs"
"last","servic"
"last","way"
"meal","might"
"meal","nurs"
"meal","way"
"might","nurs"
"nurs","someth"
"give","thank"
"free","honest"
"answer","compani"
"compani","meal"
"done","seem"
"done","got"
"actual","made"
"day","littl"
"great","put"
"littl","made"
"littl","told"
"includ","lol"
"littl","lol"
"day","posit"
"posit","thought"
"posit","told"
"thought","told"
"anyth","first"
"anyth","lol"
"employ","first"
"employ","lol"
"employ","noth"
"lol","noth"
"employ","hospit"
"current","month"
"happen","last"
"month","someth"
"anoth","got"
"anyth","clinic"
"hospit","noth"
"never","noth"
"area","internship"
"clinic","happen"
"complet","option"
"eat","servic"
"happen","internship"
"happen","option"
"happen","week"
"internship","live"
"manag","option"
"option","servic"
"option","take"
"option","week"
"rds","week"
"anyth","part"
"bad","current"
"bad","differ"
"bad","hospit"
"bad","last"
"bad","noth"
"bad","nutrit"
"differ","last"
"differ","move"
"last","thought"
"move","nutrit"
"move","part"
"move","thought"
"part","thought"
"ago","anyth"
"ago","call"
"ago","compani"
"ago","hospit"
"best","long"
"call","hospit"
"call","rds"
"long","month"
"month","noth"
"month","share"
"noth","share"
"post","share"
"amp","clinic"
"amp","hospit"
"amp","month"
"amp","specif"
"alway","graduat"
"focus","graduat"
"focus","live"
"graduat","health"
"graduat","live"
"graduat","look"
"graduat","sound"
"current","patient"
"degre","field"
"done","tell"
"done","weight"
"state","talk"
"state","tell"
"state","weight"
"talk","weight"
"follow","rds"
"hard","inform"
"degre","enough"
"diet","paid"
"diet","worth"
"life","worth"
"paid","though"
"paid","worth"
"done","month"
"includ","put"
"includ","say"
"made","month"
"put","someth"
"someth","thank"
"better","specif"
"complet","mayb"
"complet","part"
"end","mayb"
"end","move"
"end","specif"
"calori","come"
"calori","honest"
"calori","learn"
"calori","will"
"come","honest"
"honest","increas"
"honest","protein"
"protein","see"
"diet","mayb"
"happen","meal"
"lol","meal"
"mayb","meal"
"mayb","right"
"mean","per"
"anyth","cost"
"anyth","enough"
"anyth","made"
"benefit","follow"
"benefit","high"
"benefit","protein"
"cost","life"
"cost","might"
"cost","protein"
"cost","recommend"
"cost","thank"
"end","follow"
"follow","keep"
"follow","life"
"follow","someth"
"great","life"
"keep","studi"
"life","protein"
"might","often"
"protein","take"
"protein","thank"
"recommend","thank"
"anyth","low"
"diet","hour"
"diet","long"
"diet","low"
"diet","week"
"hour","low"
"life","week"
"life","yes"
"low","patient"
"increas","meal"
"increas","recommend"
"diabet","month"
"might","seem"
"never","per"
"per","support"
"school","tell"
"mean","post"
"high","yes"
"per","yes"
"weight","yes"
"alreadi","full"
"diet","full"
"often","option"
"general","love"
"per","though"
"protein","right"
"everyon","hard"
"hard","love"
"calori","mean"
"calori","person"
"calori","realli"
"lol","protein"
"least","place"
"best","post"
"career","post"
"career","week"
"compani","general"
"compani","week"
"consid","post"
"consid","two"
"general","two"
"general","week"
"hour","two"
"post","privat"
"post","week"
"care","either"
"consid","either"
"either","find"
"actual","area"
"actual","field"
"actual","noth"
"ago","consid"
"ago","experi"
"eat","privat"
"eat","school"
"end","noth"
"end","privat"
"experi","noth"
"field","noth"
"noth","person"
"best","though"
"field","set"
"give","level"
"idea","low"
"level","mayb"
"level","said"
"alway","class"
"better","done"
"class","client"
"class","less"
"class","told"
"client","done"
"client","told"
"done","told"
"learn","told"
"requir","told"
"hospit","worth"
"privat","thing"
"educ","someth"
"call","love"
"call","though"
"mayb","seen"
"learn","life"
"life","research"
"life","school"
"life","seem"
"research","sinc"
"advic","talk"
"move","talk"
"move","understand"
"includ","long"
"advic","degre"
"advic","dietet"
"advic","educ"
"advic","nurs"
"advic","reason"
"advic","save"
"becom","hospit"
"becom","two"
"best","nurs"
"degre","general"
"degre","medic"
"degre","nurs"
"degre","provid"
"degre","understand"
"educ","nurs"
"general","nurs"
"give","nurs"
"hospit","program"
"job","nurs"
"learn","nurs"
"low","nurs"
"medic","nurs"
"medic","program"
"medic","usual"
"nurs","patient"
"nurs","understand"
"program","understand"
"reason","two"
"save","say"
"communiti","feel"
"level","put"
"consid","thank"
"clinic","colleg"
"colleg","help"
"colleg","job"
"plan","told"
"seem","told"
"offer","one"
"current","never"
"health","offer"
"never","offer"
"posit","tri"
"differ","made"
"made","place"
"might","place"
"exam","happen"
"exam","privat"
"happen","privat"
"learn","privat"
"littl","pass"
"littl","privat"
"pass","privat"
"actual","graduat"
"come","graduat"
"exam","least"
"exam","yes"
"get","graduat"
"graduat","hard"
"graduat","like"
"graduat","long"
"graduat","yes"
"least","pass"
"least","told"
"long","pass"
"long","told"
"may","told"
"told","yes"
"advic","agre"
"advic","tell"
"chang","last"
"chang","move"
"come","nurs"
"diabet","follow"
"diabet","learn"
"diabet","noth"
"diabet","nurs"
"diabet","someth"
"diabet","support"
"differ","follow"
"eat","follow"
"eat","learn"
"eat","nurs"
"feel","nurs"
"find","noth"
"follow","home"
"follow","noth"
"follow","nurs"
"general","noth"
"help","home"
"help","nurs"
"home","noth"
"issu","noth"
"know","nurs"
"noth","recommend"
"noth","someth"
"nurs","recommend"
"nurs","support"
"academi","life"
"academi","like"
"academi","plan"
"educ","free"
"everi","free"
"life","state"
"answer","learn"
"base","everyth"
"becom","everyth"
"everyth","right"
"everyth","studi"
"learn","new"
"cours","day"
"cours","salari"
"alway","offer"
"area","offer"
"area","someon"
"new","offer"
"new","someon"
"new","talk"
"offer","support"
"offer","told"
"bad","everyth"
"bad","nurs"
"bad","support"
"everyth","nurs"
"follow","open"
"general","went"
"rds","went"
"advic","call"
"advic","offer"
"advic","thing"
"area","call"
"day","offer"
"littl","tri"
"salari","say"
"amp","told"
"role","told"
"keep","rds"
"level","pay"
"clinic","thought"
"general","thought"
"experi","thought"
"area","month"
"amp","done"
"amp","intern"
"amp","internship"
"amp","salari"
"done","hospit"
"good","intern"
"hospit","intern"
"intern","paid"
"intern","salari"
"intern","told"
"internship","paid"
"internship","salari"
"internship","told"
"long","salari"
"paid","told"
"salari","told"
"hospit","offer"
"state","thought"
"alreadi","per"
"benefit","hope"
"benefit","new"
"benefit","state"
"current","still"
"employ","everi"
"employ","live"
"employ","month"
"employ","point"
"employ","state"
"employ","still"
"hope","state"
"hope","still"
"hope","two"
"live","new"
"live","point"
"new","state"
"per","point"
"plan","two"
"point","state"
"state","two"
"cost","lol"
"cost","general"
"cost","long"
"general","right"
"general","state"
"long","state"
"money","right"
"place","state"
"area","loan"
"area","student"
"area","yes"
"cost","loan"
"cost","new"
"cost","student"
"know","loan"
"loan","new"
"loan","one"
"loan","program"
"loan","rds"
"loan","thank"
"loan","yes"
"definit","paid"
"lol","paid"
"lol","share"
"pay","share"
"share","still"
"live","set"
"either","last"
"either","mayb"
"either","plan"
"live","went"
"mayb","went"
"plan","went"
"cost","tell"
"high","point"
"interest","live"
"live","thought"
"pay","usual"
"new","though"
"concern","diet"
"concern","educ"
"concern","move"
"concern","offer"
"concern","plan"
"concern","rds"
"concern","weight"
"diet","offer"
"offer","school"
"offer","weight"
"amp","feel"
"feel","sound"
"best","live"
"cost","posit"
"definit","keep"
"everi","posit"
"live","posit"
"paid","someon"
"thought","way"
"first","keep"
"academi","benefit"
"academi","recommend"
"dietet","profess"
"amp","move"
"amp","though"
"consid","move"
"consid","open"
"feel","loan"
"home","loan"
"home","student"
"loan","move"
"loan","open"
"loan","though"
"move","student"
"open","student"
"amp","appli"
"amp","area"
"amp","field"
"appli","field"
"got","role"
"great","least"
"amp","seem"
"amp","support"
"amp","thank"
"great","seem"
"place","seem"
"graduat","salari"
"caus","enough"
"caus","feel"
"caus","full"
"caus","make"
"full","point"
"amp","enough"
"amp","realli"
"amp","seen"
"enough","seem"
"field","right"
"area","put"
"benefit","put"
"general","salari"
"great","salari"
"put","salari"
"around","benefit"
"around","least"
"around","never"
"benefit","never"
"benefit","program"
"least","offer"
"offer","realli"
"amp","tri"
"salari","sinc"
"sinc","told"
"ask","intern"
"benefit","either"
"benefit","intern"
"either","intern"
"either","open"
"either","salari"
"exam","salari"
"intern","open"
"intern","pass"
"open","salari"
"pass","salari"
"benefit","tri"
"best","free"
"best","state"
"eat","share"
"eat","state"
"free","privat"
"free","share"
"privat","share"
"privat","state"
"least","save"
"move","save"
"exam","offer"
"master","offer"
"master","someth"
"master","told"
"told","year"
"mayb","offer"
"anyth","either"
"anyth","offer"
"anyth","role"
"differ","either"
"either","offer"
"either","role"
"last","never"
"last","offer"
"amp","manag"
"feel","money"
"money","open"
"everyth","keep"
"everyth","point"
"increas","point"
"amp","hope"
"amp","keep"
"amp","love"
"amp","well"
"differ","hope"
"hope","support"
"interest","keep"
"first","offer"
"cost","offer"
"live","offer"
"offer","post"
"academi","paid"
"degre","loan"
"degre","never"
"degre","put"
"field","put"
"loan","low"
"loan","never"
"loan","offer"
"loan","research"
"loan","see"
"low","question"
"low","student"
"never","put"
"offer","research"
"offer","student"
"research","student"
"colleg","made"
"colleg","pay"
"colleg","took"
"compani","got"
"move","took"
"salari","took"
"anoth","month"
"around","career"
"around","master"
"ask","master"
"hour","master"
"may","per"
"hope","place"
"hope","seen"
"place","seen"
"seen","share"
"low","master"
"master","medic"
"master","think"
"medic","still"
"around","graduat"
"around","hope"
"around","less"
"find","graduat"
"graduat","help"
"depend","role"
"level","talk"
"better","includ"
"caus","research"
"includ","increas"
"includ","research"
"increas","intern"
"increas","sound"
"intern","reason"
"intern","sound"
"becom","diet"
"diet","littl"
"life","requir"
"life","weight"
"requir","weight"
"base","caus"
"caus","lol"
"honest","tell"
"base","might"
"differ","profess"
"might","profess"
"profess","still"
"master","mayb"
"bad","tell"
"better","tell"
"high","seen"
"level","protein"
"level","tell"
"seen","tell"
"eat","sinc"
"around","role"
"includ","studi"
"state","studi"
"high","usual"
"cours","thought"
"follow","thought"
"last","posit"
"much","posit"
"put","two"
"area","set"
"employ","like"
"employ","mean"
"employ","nurs"
"employ","pleas"
"employ","well"
"first","nurs"
"hospit","pleas"
"long","research"
"mean","nurs"
"might","open"
"might","research"
"nurs","research"
"nurs","set"
"nurs","still"
"nurs","talk"
"research","salari"
"salari","talk"
"benefit","part"
"full","home"
"home","week"
"part","week"
"right","set"
"understand","week"
"give","honest"
"give","hope"
"honest","open"
"honest","privat"
"hope","part"
"mayb","open"
"honest","offer"
"first","full"
"requir","specif"
"appli","chang"
"appli","right"
"best","either"
"either","follow"
"either","level"
"either","weight"
"follow","level"
"follow","question"
"follow","tell"
"level","weight"
"person","tell"
"follow","mean"
"mean","plan"
"better","plan"
"experi","includ"
"experi","protein"
"focus","idea"
"focus","weight"
"full","hope"
"full","protein"
"full","weight"
"full","went"
"health","idea"
"health","new"
"hope","idea"
"hope","includ"
"hour","idea"
"hour","month"
"hour","talk"
"idea","least"
"idea","per"
"idea","plan"
"idea","went"
"includ","new"
"includ","went"
"least","went"
"month","practic"
"month","talk"
"month","went"
"per","set"
"set","weight"
"follow","last"
"last","talk"
"anoth","best"
"first","recommend"
"eat","new"
"might","new"
"low","profess"
"plan","thought"
"call","field"
"caus","learn"
"caus","never"
"caus","understand"
"amp","share"
"research","share"
"alway","month"
"learn","per"
"eat","undergrad"
"learn","undergrad"
"like","undergrad"
"realli","undergrad"
"better","lol"
"chang","understand"
"differ","high"
"differ","person"
"happen","interest"
"happen","understand"
"high","lol"
"high","though"
"level","student"
"better","share"
"share","someon"
"anoth","class"
"class","usual"
"privat","recommend"
"mani","usual"
"anoth","give"
"anoth","help"
"advic","includ"
"advic","open"
"advic","seem"
"anyth","give"
"advic","caus"
"advic","either"
"advic","hope"
"advic","privat"
"care","share"
"caus","everyon"
"caus","hope"
"caus","interest"
"caus","share"
"caus","someon"
"either","interest"
"either","learn"
"either","share"
"either","understand"
"everyon","honest"
"everyon","privat"
"honest","share"
"hope","learn"
"hope","someon"
"interest","someon"
"learn","share"
"learn","someon"
"share","tri"
"alreadi","career"
"alreadi","everyon"
"area","honest"
"back","employ"
"career","lol"
"client","employ"
"client","everyon"
"client","honest"
"client","pleas"
"employ","everyon"
"employ","general"
"employ","give"
"employ","honest"
"employ","less"
"keep","lol"
"keep","privat"
"lol","privat"
"pleas","privat"
"client","eat"
"eat","hope"
"either","hard"
"either","point"
"agre","caus"
"agre","client"
"career","caus"
"career","concern"
"caus","definit"
"caus","get"
"caus","save"
"client","concern"
"concern","focus"
"concern","save"
"current","focus"
"save","someth"
"concern","option"
"issu","option"
"option","point"
"option","seem"
"option","talk"
"concern","happen"
"issu","least"
"bad","sinc"
"feel","went"
"field","first"
"field","patient"
"field","went"
"first","seem"
"littl","went"
"sinc","weight"
"sinc","went"
"someth","went"
"area","concern"
"concern","seen"
"place","thought"
"mayb","thank"
"advic","yes"
"base","move"
"career","intern"
"give","intern"
"give","posit"
"intern","posit"
"focus","keep"
"inform","well"
"inform","post"
"free","may"
"rds","share"
"say","share"
"around","caus"
"around","made"
"around","mayb"
"around","move"
"around","point"
"around","profess"
"caus","exam"
"caus","move"
"caus","profess"
"caus","took"
"definit","hope"
"hope","profess"
"hope","right"
"hope","took"
"increas","profess"
"made","profess"
"profess","took"
"agre","idea"
"ask","hope"
"ask","share"
"get","share"
"dietitian","nurs"
"nurs","work"
"nurs","state"
"employ","paid"
"either","high"
"base","month"
"high","nurs"
"nurs","specif"
"nurs","pay"
"nurs","though"
"day","weight"
"calori","either"
"calori","know"
"calori","nurs"
"either","nurs"
"nurs","question"
"last","put"
"part","put"
"anyth","career"
"anyth","complet"
"anyth","honest"
"anyth","profess"
"anyth","save"
"anyth","way"
"career","last"
"chang","complet"
"enough","last"
"field","least"
"honest","last"
"honest","save"
"honest","start"
"hour","profess"
"hour","save"
"last","profess"
"last","save"
"profess","week"
"either","told"
"school","share"
"share","told"
"better","nurs"
"cost","nurs"
"everyon","nurs"
"money","nurs"
"money","point"
"money","though"
"point","though"
"free","increas"
"increas","sinc"
"follow","paid"
"follow","salari"
"agre","everyon"
"first","profess"
"agre","support"
"chang","insur"
"definit","follow"
"enough","issu"
"enough","support"
"enough","usual"
"follow","part"
"insur","issu"
"insur","support"
"issu","part"
"issu","reason"
"never","profess"
"part","support"
"support","usual"
"alway","share"
"chang","communiti"
"communiti","current"
"communiti","diabet"
"communiti","employ"
"communiti","high"
"communiti","includ"
"communiti","increas"
"communiti","month"
"communiti","new"
"communiti","posit"
"communiti","talk"
"compani","employ"
"concern","diabet"
"concern","employ"
"concern","month"
"concern","posit"
"diabet","employ"
"diabet","program"
"diabet","reason"
"employ","high"
"employ","includ"
"employ","medic"
"employ","protein"
"employ","reason"
"employ","specif"
"employ","support"
"increas","program"
"posit","protein"
"posit","specif"
"program","protein"
"program","support"
"academi","ask"
"academi","either"
"academi","patient"
"academi","peopl"
"academi","role"
"academi","though"
"benefit","chang"
"benefit","master"
"benefit","money"
"benefit","question"
"benefit","seem"
"benefit","took"
"chang","master"
"chang","role"
"either","field"
"either","health"
"either","keep"
"either","master"
"either","new"
"either","posit"
"either","requir"
"either","said"
"either","took"
"experi","nurs"
"experi","took"
"field","master"
"field","support"
"keep","master"
"keep","requir"
"level","nurs"
"level","took"
"master","nurs"
"master","question"
"master","support"
"master","though"
"new","nurs"
"nurs","posit"
"nurs","requir"
"nurs","role"
"nurs","seem"
"posit","took"
"rds","took"
"role","seem"
"role","took"
"role","way"
"though","took"
"often","rds"
"nurs","sinc"
"academi","littl"
"degre","posit"
"depend","nurs"
"diabet","field"
"diabet","hard"
"diabet","insur"
"diabet","less"
"diabet","set"
"field","insur"
"insur","life"
"less","rds"
"life","practic"
"nurs","practic"
"around","nurs"
"nurs","part"
"better","employ"
"consid","diet"
"diet","employ"
"employ","money"
"employ","provid"
"employ","yes"
"medic","privat"
"money","put"
"privat","put"
"good","life"
"employ","idea"
"employ","insur"
"appli","cost"
"appli","everyon"
"appli","live"
"graduat","someth"
"end","new"
"end","offer"
"hope","lol"
"hope","low"
"hope","offer"
"hope","post"
"hope","told"
"lol","told"
"low","seen"
"month","offer"
"new","seen"
"offer","seen"
"per","seen"
"reason","seen"
"seen","told"
"amp","food"
"amp","never"
"amp","program"
"amp","scienc"
"amp","thought"
"program","thought"
"area","part"
"educ","might"
"internship","studi"
"love","might"
"part","sinc"
"around","communiti"
"around","everi"
"around","love"
"around","open"
"around","research"
"communiti","free"
"communiti","open"
"communiti","went"
"definit","free"
"done","went"
"free","open"
"open","went"
"research","went"
"compani","either"
"compani","everyth"
"either","save"
"hospit","includ"
"includ","save"
"insur","talk"
"caus","issu"
"caus","posit"
"caus","rds"
"issu","posit"
"answer","exam"
"exam","went"
"hope","noth"
"appli","never"
"colleg","general"
"colleg","includ"
"colleg","provid"
"colleg","see"
"colleg","share"
"sinc","thank"
"academi","specif"
"becom","specif"
"cours","seen"
"cours","specif"
"degre","specif"
"specif","student"
"anyth","school"
"anyth","student"
"mayb","student"
"student","told"
"academi","lol"
"academi","offer"
"academi","sure"
"ago","offer"
"everi","lol"
"academi","compani"
"academi","least"
"compani","seen"
"least","post"
"least","seen"
"ago","open"
"best","last"
"definit","pleas"
"last","mean"
"littl","mean"
"money","pleas"
"open","year"
"done","seen"
"either","seen"
"live","seen"
"bad","thank"
"ago","alreadi"
"ago","base"
"base","littl"
"end","took"
"find","took"
"hard","took"
"internship","post"
"internship","seem"
"littl","post"
"post","took"
"ask","employ"
"base","employ"
"employ","inform"
"employ","someon"
"field","inform"
"inform","state"
"exam","home"
"exam","honest"
"exam","nurs"
"home","thought"
"honest","sinc"
"honest","thought"
"nurs","thought"
"alway","employ"
"differ","put"
"employ","put"
